CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
60.840.055/0001-31;2022-01-01;12;126644;291879;Capital Integralizado;2022-12-08;1743822718.33;;367197096;0;367197096
60.840.055/0001-31;2022-01-01;12;126644;291880;Capital Autorizado;2022-08-18;4000000000.00;;0;0;0
60.840.055/0001-31;2022-01-01;12;126644;291881;Capital Emitido;2022-08-08;1461732226.33;Capital Integralizado;318137880;0;318137880
60.840.055/0001-31;2022-01-01;12;126644;291882;Capital Subscrito;2022-08-08;1461732226.33;;318137880;0;318137880
60.840.055/0001-31;2022-01-01;12;126644;291883;Capital Integralizado;2022-08-08;1461732226.33;;318137880;0;318137880
60.840.055/0001-31;2022-01-01;12;126644;291884;Capital Autorizado;2022-08-08;1461732226.33;;318137880;0;318137880
60.840.055/0001-31;2022-01-01;12;126644;291885;Capital Emitido;2022-04-29;1460037680.17;Totalmente integralizado;317943996;0;317943996
60.840.055/0001-31;2022-01-01;12;126644;291886;Capital Subscrito;2022-04-29;1460037680.17;29/05/2022;317943996;0;317943996
60.840.055/0001-31;2022-01-01;12;126644;291887;Capital Integralizado;2022-04-29;1460037680.17;;317943996;0;317943996
60.840.055/0001-31;2022-01-01;12;126644;291888;Capital Autorizado;2022-04-29;2000000000.00;29/05/2022;0;0;0
60.840.055/0001-31;2022-01-01;12;126644;291889;Capital Emitido;2021-08-02;1460037680.17;02/09/2021;317943996;0;317943996
60.840.055/0001-31;2022-01-01;12;126644;291890;Capital Subscrito;2021-08-02;1460037680.17;02/09/2021;317943996;0;317943996
60.840.055/0001-31;2022-01-01;12;126644;291891;Capital Integralizado;2021-08-02;1460037680.17;;317943996;0;317943996
60.840.055/0001-31;2022-01-01;12;126644;291892;Capital Emitido;2020-08-03;1454986895.35;03/09/2020;317366103;0;317366103
60.840.055/0001-31;2022-01-01;12;126644;291893;Capital Subscrito;2020-08-03;1454986895.35;03/09/2020;317366103;0;317366103
60.840.055/0001-31;2022-01-01;12;126644;291894;Capital Integralizado;2020-08-03;1454986895.35;03/09/2021;317366103;0;317366103
60.840.055/0001-31;2022-01-01;12;126644;291895;Capital Emitido;2020-01-29;1449936110.53;29/02/2020;316788210;0;316788210
60.840.055/0001-31;2022-01-01;12;126644;291896;Capital Subscrito;2020-01-29;1449936110.53;29/02/2020;316788210;0;316788210
60.840.055/0001-31;2022-01-01;12;126644;291897;Capital Integralizado;2020-01-29;1449936110.53;29/02/2020;316788210;0;316788210
60.840.055/0001-31;2022-01-01;12;126644;291898;Capital Emitido;2019-08-01;1449051485.53;N/A;316744460;0;316744460
60.840.055/0001-31;2022-01-01;12;126644;291899;Capital Subscrito;2019-08-01;1449051485.53;N/A;316744460;0;316744460
60.840.055/0001-31;2022-01-01;12;126644;291900;Capital Integralizado;2019-08-01;1449051485.53;;316744460;0;316744460
60.840.055/0001-31;2022-01-01;12;126644;291901;Capital Emitido;2018-12-13;1443536388.21;13/01/2019;316113442;0;316113442
60.840.055/0001-31;2022-01-01;12;126644;291902;Capital Subscrito;2018-12-13;1443536388.21;13/12/2018;316113442;0;316113442
60.840.055/0001-31;2022-01-01;12;126644;291903;Capital Integralizado;2018-12-13;1443536388.21;13/12/2018;316113442;0;316113442
60.840.055/0001-31;2022-01-01;12;126644;291904;Capital Emitido;2018-11-26;1441090195.88;26/12/2018;315843019;0;315843019
60.840.055/0001-31;2022-01-01;12;126644;291905;Capital Subscrito;2018-11-26;1441090195.88;26/12/2018;315843019;0;315843019
60.840.055/0001-31;2022-01-01;12;126644;291906;Capital Integralizado;2018-11-26;1441090195.88;26/12/2018;315843019;0;315843019
60.840.055/0001-31;2022-01-01;12;126644;291907;Capital Emitido;2018-11-01;1440883770.73;01/12/2018;315820199;0;315820199
60.840.055/0001-31;2022-01-01;12;126644;291908;Capital Subscrito;2018-11-01;1440883770.73;01/11/2018;315820199;0;315820199
60.840.055/0001-31;2022-01-01;12;126644;291909;Capital Integralizado;2018-11-01;1440883770.73;01/11/2018;315820199;0;315820199
60.840.055/0001-31;2022-01-01;12;126644;291910;Capital Emitido;2018-08-01;1439387568.30;01/08/2018;315654796;0;315654796
60.840.055/0001-31;2022-01-01;12;126644;291911;Capital Subscrito;2018-08-01;1439387568.30;01/08/2018;315654796;0;315654796
60.840.055/0001-31;2022-01-01;12;126644;291912;Capital Integralizado;2018-08-01;1439387568.30;01/08/2018;315654796;0;315654796
60.851.615/0001-53;2022-01-01;5;125701;290030;Capital Emitido;2001-04-23;116800000.00;Integralizado;607192;992808;1600000
60.872.504/0001-23;2022-01-01;15;127205;293155;Capital Emitido;2021-01-31;90729000000.00;;4958290359;4845844989;9804135348
60.872.504/0001-23;2022-01-01;15;127205;293156;Capital Subscrito;2021-01-31;90729000000.00;;4958290359;4845844989;9804135348
60.872.504/0001-23;2022-01-01;15;127205;293157;Capital Integralizado;2021-01-31;90729000000.00;;4958290359;4845844989;9804135348
60.872.504/0001-23;2022-01-01;15;127205;293158;Capital Autorizado;2018-07-27;0.00;;6588450000;6588450000;13176900000
60.884.319/0001-59;2022-01-01;1;114844;261445;Capital Integralizado;1966-07-16;107838727.50;;6621486;0;6621486
60.894.730/0001-05;2022-01-01;15;126081;291201;Capital Integralizado;2016-07-19;13200294935.04;;705260684;547818424;1253079108
60.894.730/0001-05;2022-01-01;15;126081;291202;Capital Autorizado;2016-07-19;0.00;;0;11396392;11396392
60.894.730/0001-05;2022-01-01;15;126081;291203;Capital Autorizado;2016-07-19;0.00;;0;11396392;11396392
60.933.603/0001-78;2022-01-01;5;126176;291498;Capital Emitido;2022-12-12;6471507786.86;;348711494;0;348711494
60.933.603/0001-78;2022-01-01;5;126176;291499;Capital Subscrito;2022-12-12;6471507786.86;Integralizado Totalmente;348711494;0;348711494
60.933.603/0001-78;2022-01-01;5;126176;291500;Capital Integralizado;2022-12-12;6471507786.86;;348711494;0;348711494
60.933.603/0001-78;2022-01-01;5;126176;291501;Capital Autorizado;2007-07-26;17926300363.29;;0;0;0
61.022.042/0001-18;2022-01-01;11;125535;289597;Capital Emitido;2022-07-25;13153049.92;;3720971;0;3720971
61.022.042/0001-18;2022-01-01;11;125535;289598;Capital Subscrito;2022-07-25;13153049.92;;3720971;0;3720971
61.022.042/0001-18;2022-01-01;11;125535;289599;Capital Integralizado;2022-07-25;13153049.92;;3720971;0;3720971
61.022.042/0001-18;2022-01-01;11;125535;289600;Capital Autorizado;2022-04-28;0.00;;4000000;0;4000000
61.065.298/0001-02;2022-01-01;3;123309;283133;Capital Integralizado;2016-06-01;171272996.71;;2067243;3715969;5783212
61.065.751/0001-80;2022-01-01;9;125757;290120;Capital Integralizado;2022-02-22;2678339520.00;;20000000;0;20000000
61.079.117/0001-05;2022-01-01;16;127160;293059;Capital Emitido;2022-02-22;3998500000.00;22/02/2022;339510689;343551533;683062222
61.079.117/0001-05;2022-01-01;16;127160;293060;Capital Subscrito;2022-02-22;3998500000.00;22/02/2022;339510689;343551533;683062222
61.079.117/0001-05;2022-01-01;16;127160;293061;Capital Integralizado;2022-02-22;3998500000.00;;339510689;343551533;683062222
61.079.117/0001-05;2022-01-01;16;127160;293062;Capital Autorizado;2022-02-22;0.00;22/02/2022;0;17500000;17500000
61.080.313/0001-91;2022-01-01;1;124395;285924;Capital Autorizado;1996-04-30;165260409.68;;403041;622808;1025849
61.082.004/0001-50;2022-01-01;3;126663;291961;Capital Emitido;1995-12-31;30602186.56;;269450;538900;808350
61.082.004/0001-50;2022-01-01;3;126663;291962;Capital Subscrito;1995-12-31;30602186.56;;269450;538900;808350
61.082.004/0001-50;2022-01-01;3;126663;291963;Capital Integralizado;1995-12-31;30602186.56;;269450;538900;808350
61.088.894/0001-08;2022-01-01;3;126488;291799;Capital Integralizado;2021-09-15;45937335.19;;42275080;0;42275080
61.088.894/0001-08;2022-01-01;3;126488;291800;Capital Integralizado;2021-03-10;45924435.19;;42265080;0;42265080
61.088.894/0001-08;2022-01-01;3;126488;291801;Capital Autorizado;2010-04-20;0.00;;0;0;50000000
61.092.037/0001-81;2022-01-01;8;124953;286659;Capital Emitido;2021-09-29;438081465.61;;61776575;0;61776575
61.092.037/0001-81;2022-01-01;8;124953;286660;Capital Subscrito;2021-09-29;438081465.61;;61776575;0;61776575
61.092.037/0001-81;2022-01-01;8;124953;286661;Capital Integralizado;2021-09-29;438081465.61;;61776575;0;61776575
61.092.037/0001-81;2022-01-01;8;124953;286662;Capital Emitido;2021-06-08;495536792.35;;61776575;0;61776575
61.092.037/0001-81;2022-01-01;8;124953;286663;Capital Subscrito;2021-06-08;495536792.32;;61776575;0;61776575
61.092.037/0001-81;2022-01-01;8;124953;286664;Capital Integralizado;2021-06-08;495536792.32;;61776575;0;61776575
61.092.037/0001-81;2022-01-01;8;124953;286665;Capital Emitido;2020-07-07;385536684.52;;51675555;0;51675555
61.092.037/0001-81;2022-01-01;8;124953;286666;Capital Subscrito;2020-07-07;385536684.52;;51675555;0;51675555
61.092.037/0001-81;2022-01-01;8;124953;286667;Capital Integralizado;2020-07-07;385536684.52;;51675555;0;51675555
61.092.037/0001-81;2022-01-01;8;124953;286668;Capital Emitido;2019-09-20;338966879.68;;31773929;0;31773929
61.092.037/0001-81;2022-01-01;8;124953;286669;Capital Subscrito;2019-09-20;338966879.68;;31773929;0;31773929
61.092.037/0001-81;2022-01-01;8;124953;286670;Capital Integralizado;2019-09-20;338966879.68;;31773929;0;31773929
61.092.037/0001-81;2022-01-01;8;124953;286671;Capital Emitido;2018-09-27;334251231.40;;29833333;0;29833333
61.092.037/0001-81;2022-01-01;8;124953;286672;Capital Subscrito;2018-09-27;334251231.40;;29833333;0;29833333
61.092.037/0001-81;2022-01-01;8;124953;286673;Capital Integralizado;2018-09-27;334251231.40;;29833333;0;29833333
61.092.037/0001-81;2022-01-01;8;124953;286674;Capital Autorizado;2012-04-25;1000000000.00;;0;0;0
61.156.113/0001-75;2022-01-01;9;125752;290113;Capital Emitido;2019-12-04;1576954290.05;;153719601;0;153719601
61.156.113/0001-75;2022-01-01;9;125752;290114;Capital Subscrito;2019-12-04;1576954290.05;;153719601;0;153719601
61.156.113/0001-75;2022-01-01;9;125752;290115;Capital Integralizado;2019-12-04;1576954290.05;;153719601;0;153719601
61.156.113/0001-75;2022-01-01;9;125752;290116;Capital Autorizado;2019-12-04;0.00;;82000000;0;82000000
61.156.931/0001-78;2022-01-01;2;124997;286812;Capital Integralizado;1996-04-26;48964000.00;;6250;12345;18595
61.186.680/0001-74;2022-01-01;17;125746;290109;Capital Emitido;2021-03-30;3742570620.89;Totalmente integralizado;372696198;210536213;583232411
61.186.680/0001-74;2022-01-01;17;125746;290110;Capital Subscrito;2021-03-30;3742570620.89;Totalmente integralizado;372696198;210536213;583232411
61.186.680/0001-74;2022-01-01;17;125746;290111;Capital Integralizado;2021-03-30;3742570620.89;;372696198;210536213;583232411
61.186.680/0001-74;2022-01-01;17;125746;290112;Capital Autorizado;2021-03-30;0.00;;0;0;200000000
61.189.288/0001-89;2022-01-01;16;126134;291357;Capital Emitido;2022-11-18;1721986041.46;;342842912;0;342842912
61.189.288/0001-89;2022-01-01;16;126134;291358;Capital Subscrito;2022-11-18;1721986041.46;;342842912;0;342842912
61.189.288/0001-89;2022-01-01;16;126134;291359;Capital Integralizado;2022-11-18;1721986041.46;;342842912;0;342842912
61.189.288/0001-89;2022-01-01;16;126134;291360;Capital Emitido;2022-10-20;1721971127.06;;342838792;0;342838792
61.189.288/0001-89;2022-01-01;16;126134;291361;Capital Subscrito;2022-10-20;1721971127.06;;342838792;0;342838792
61.189.288/0001-89;2022-01-01;16;126134;291362;Capital Integralizado;2022-10-20;1721971127.06;;342838792;0;342838792
61.189.288/0001-89;2022-01-01;16;126134;291363;Capital Emitido;2022-02-02;1721959463.42;;342835570;0;342835570
61.189.288/0001-89;2022-01-01;16;126134;291364;Capital Subscrito;2022-02-02;1721959463.42;;342835570;0;342835570
61.189.288/0001-89;2022-01-01;16;126134;291365;Capital Integralizado;2022-02-02;1721959463.42;;342835570;0;342835570
61.189.288/0001-89;2022-01-01;16;126134;291366;Capital Autorizado;2021-04-30;0.00;;450000000;0;450000000
61.190.096/0001-92;2022-01-01;3;122804;280841;Capital Emitido;2022-12-20;1203877781.57;;987568073;0;987568073
61.190.096/0001-92;2022-01-01;3;122804;280842;Capital Subscrito;2022-12-20;1203877781.57;N/A;987568073;0;987568073
61.190.096/0001-92;2022-01-01;3;122804;280843;Capital Integralizado;2022-12-20;1203877781.57;;987568073;0;987568073
61.190.096/0001-92;2022-01-01;3;122804;280844;Capital Autorizado;2021-11-23;2500000000.00;;0;0;0
61.351.532/0001-68;2022-01-01;11;125588;289735;Capital Integralizado;2022-09-05;294515651.73;;26539706;50640763;77180469
61.374.161/0001-30;2022-01-01;1;116420;265343;Capital Autorizado;2020-10-14;41000000.00;;4900000;4900000;9800000
61.374.161/0001-30;2022-01-01;1;116420;265344;Capital Autorizado;2008-07-29;15000000.00;;4900000;4900000;9800000
61.409.892/0001-73;2022-01-01;14;127018;292528;Capital Emitido;2021-07-13;4749459728.46;N/A;595833333;0;595833333
61.409.892/0001-73;2022-01-01;14;127018;292529;Capital Subscrito;2021-07-13;4749459728.46;N/A;595833333;0;595833333
61.409.892/0001-73;2022-01-01;14;127018;292530;Capital Integralizado;2021-07-13;4749459728.46;;595833333;0;595833333
61.409.892/0001-73;2022-01-01;14;127018;292531;Capital Autorizado;2021-06-21;0.00;;160000000;0;160000000
61.486.650/0001-83;2022-01-01;17;124188;285520;Capital Emitido;2022-01-31;16359198784.94;;560578264;0;560578264
61.486.650/0001-83;2022-01-01;17;124188;285521;Capital Integralizado;2022-01-31;16359198784.94;;560578264;0;560578264
61.486.650/0001-83;2022-01-01;17;124188;285522;Capital Autorizado;2022-01-31;16359198784.94;;560578264;0;560578264
61.486.650/0001-83;2022-01-01;17;124188;285523;Capital Autorizado;2020-04-28;0.00;Capital Autorizado;1000000000;0;1000000000
61.532.644/0001-15;2022-01-01;7;127166;293075;Capital Autorizado;2023-04-28;0.00;;4000000000;8000000000;12000000000
61.532.644/0001-15;2022-01-01;7;127166;293076;Capital Emitido;2022-11-07;63500000000.00;;3333921095;6367488620;9701409715
61.532.644/0001-15;2022-01-01;7;127166;293077;Capital Subscrito;2022-11-07;63500000000.00;;3333921095;6367488620;9701409715
61.532.644/0001-15;2022-01-01;7;127166;293078;Capital Integralizado;2022-11-07;63500000000.00;;3333921095;6367488620;9701409715
61.584.140/0001-49;2022-01-01;4;126923;292273;Capital Emitido;2022-04-27;3223218565.94;;2110323374;0;2110323374
61.584.140/0001-49;2022-01-01;4;126923;292274;Capital Subscrito;2022-04-27;3223218565.94;;2110323374;0;2110323374
61.584.140/0001-49;2022-01-01;4;126923;292275;Capital Integralizado;2022-04-27;3223218565.94;;2110323374;0;2110323374
61.584.140/0001-49;2022-01-01;4;126923;292276;Capital Autorizado;2020-04-28;0.00;;3000000000;0;3000000000
61.585.865/0001-51;2022-01-01;8;126603;291840;Capital Emitido;2023-04-19;4000000000.00;;1718007200;0;1718007200
61.585.865/0001-51;2022-01-01;8;126603;291841;Capital Subscrito;2023-04-19;4000000000.00;;1718007200;0;1718007200
61.585.865/0001-51;2022-01-01;8;126603;291842;Capital Integralizado;2023-04-19;4000000000.00;;1718007200;0;1718007200
61.585.865/0001-51;2022-01-01;8;126603;291843;Capital Autorizado;2023-04-19;0.00;;2000000000;0;2000000000
61.695.227/0001-93;2022-01-01;2;116972;267315;Capital Emitido;2019-12-30;3079527934.33;;197466862;0;197466862
61.695.227/0001-93;2022-01-01;2;116972;267316;Capital Subscrito;2019-12-30;3079527934.33;;197466862;0;197466862
61.695.227/0001-93;2022-01-01;2;116972;267317;Capital Integralizado;2019-12-30;3079524934.33;;197466862;0;197466862
61.695.227/0001-93;2022-01-01;2;116972;267318;Capital Autorizado;2006-07-11;3248680000.00;;0;0;0
61.856.571/0001-17;2022-01-01;14;127282;293382;Capital Emitido;2019-07-01;536315493.02;;103862768;28657819;132520587
61.856.571/0001-17;2022-01-01;14;127282;293383;Capital Subscrito;2019-07-01;536315493.02;;103862768;28657819;132520587
61.856.571/0001-17;2022-01-01;14;127282;293384;Capital Integralizado;2019-07-01;536315493.02;;103862768;28657819;132520587
61.856.571/0001-17;2022-01-01;14;127282;293385;Capital Autorizado;2019-07-01;2000500000.00;;103862768;28657819;132520587
62.002.886/0001-60;2022-01-01;9;126964;292368;Capital Subscrito;2020-04-29;246149586.14;;8407877;136017;8543894
62.002.886/0001-60;2022-01-01;9;126964;292369;Capital Autorizado;2018-09-06;67514362.35;;2325309;18126;2343435
62.002.886/0001-60;2022-01-01;9;126964;292370;Capital Integralizado;2014-04-30;17409191.56;;5064624;114095;5178719
62.002.886/0001-60;2022-01-01;9;126964;292371;Capital Integralizado;2012-03-31;131790000.00;;4460348;114095;4574443
62.002.886/0001-60;2022-01-01;9;126964;292372;Capital Autorizado;2001-11-09;199971000.00;;6154605;786418;6941023
62.070.362/0001-06;2022-01-01;7;125876;290499;Capital Subscrito;2022-03-18;43307459455.13;;7911418;0;7911418
62.070.362/0001-06;2022-01-01;7;125876;290500;Capital Emitido;2021-12-31;43307459455.13;;7911418;0;7911418
62.070.362/0001-06;2022-01-01;7;125876;290501;Capital Integralizado;2021-12-31;43307459455.13;;7911418;0;7911418
62.070.362/0001-06;2022-01-01;7;125876;290502;Capital Subscrito;2021-03-26;41726179970.73;;7552900;0;7552900
62.070.362/0001-06;2022-01-01;7;125876;290503;Capital Emitido;2020-12-31;41726179970.73;;7552900;0;7522900
62.070.362/0001-06;2022-01-01;7;125876;290504;Capital Integralizado;2020-12-31;41726179970.73;;7552900;0;7552900
62.070.362/0001-06;2022-01-01;7;125876;290505;Capital Subscrito;2020-03-19;40010914935.73;;7182690;0;7182690
62.070.362/0001-06;2022-01-01;7;125876;290506;Capital Emitido;2019-12-31;40010914935.73;;7182690;0;7182690
62.070.362/0001-06;2022-01-01;7;125876;290507;Capital Integralizado;2019-12-31;4010914935.73;;7182690;0;7182690
62.070.362/0001-06;2022-01-01;7;125876;290508;Capital Autorizado;2018-10-23;52674522453.75;;0;0;0
62.144.175/0001-20;2022-01-01;24;126017;291046;Capital Emitido;2023-04-06;851667740.25;;97895917;88546616;186442533
62.144.175/0001-20;2022-01-01;24;126017;291047;Capital Subscrito;2023-04-06;851667740.25;;97895917;88546616;186442533
62.144.175/0001-20;2022-01-01;24;126017;291048;Capital Integralizado;2023-04-06;851667740.25;;97896917;88546616;186442533
62.144.175/0001-20;2022-01-01;24;126017;291049;Capital Autorizado;2023-04-06;0.00;;0;0;200000000
62.232.889/0001-90;2022-01-01;2;124991;286784;Capital Emitido;2020-03-05;3557259798.92;Totalmente Integralizado;1323471042;567201876;1890672918
62.232.889/0001-90;2022-01-01;2;124991;286785;Capital Subscrito;2020-03-05;3557259798.92;Totalmente Integralizado;1323471042;567201876;1890672918
62.232.889/0001-90;2022-01-01;2;124991;286786;Capital Integralizado;2020-03-05;3557259798.92;Totalmente Integralizado;1323471042;567201876;1890672918
62.232.889/0001-90;2022-01-01;2;124991;286787;Capital Autorizado;2020-03-05;0.00;;3000000000;3000000000;3000000000
62.258.884/0001-36;2022-01-01;3;125839;290305;Capital Emitido;2023-04-27;722419704.22;Não aplicável;411597545;0;411597545
62.258.884/0001-36;2022-01-01;3;125839;290306;Capital Subscrito;2023-04-27;722419704.22;Não aplicável;411597545;0;411597545
62.258.884/0001-36;2022-01-01;3;125839;290307;Capital Integralizado;2023-04-27;722419704.22;;411597545;0;411597545
62.258.884/0001-36;2022-01-01;3;125839;290308;Capital Autorizado;2023-04-27;0.00;Não aplicável;60571000;0;60571000
62.258.884/0001-36;2022-01-01;3;125839;290309;Capital Emitido;2021-09-28;592126562.78;Não aplicável;411597545;0;411597545
62.258.884/0001-36;2022-01-01;3;125839;290310;Capital Subscrito;2021-09-28;592126562.78;Não aplicável;411597545;0;411597545
62.258.884/0001-36;2022-01-01;3;125839;290311;Capital Integralizado;2021-09-28;592126562.78;Não aplicável;411597545;0;411597545
62.258.884/0001-36;2022-01-01;3;125839;290312;Capital Emitido;2021-06-22;637311382.78;Não aplicável;411597545;0;411597545
62.258.884/0001-36;2022-01-01;3;125839;290313;Capital Subscrito;2021-06-22;637311382.78;Não aplicável;411597545;0;411597545
62.258.884/0001-36;2022-01-01;3;125839;290314;Capital Integralizado;2021-06-22;637311382.78;Não aplicável;411597545;0;411597545
62.258.884/0001-36;2022-01-01;3;125839;290315;Capital Autorizado;2021-06-22;0.00;N/A;60571000;0;60571000
62.307.848/0001-15;2022-01-01;7;122251;278093;Capital Emitido;2016-01-29;985225329.78;Não se aplica;202512;201941;404453
62.307.848/0001-15;2022-01-01;7;122251;278094;Capital Subscrito;2016-01-29;985225329.78;Não se aplica;202512;201941;404453
62.307.848/0001-15;2022-01-01;7;122251;278095;Capital Integralizado;2016-01-29;985225329.78;;202512;201941;404453
62.984.091/0001-02;2022-01-01;10;127069;292701;Capital Emitido;2023-03-28;1264189728.70;;367048752;0;367048752
62.984.091/0001-02;2022-01-01;10;127069;292702;Capital Subscrito;2023-03-28;1264189728.70;;367048752;0;367048752
62.984.091/0001-02;2022-01-01;10;127069;292703;Capital Integralizado;2023-03-28;1264189728.70;;367048752;0;367048752
62.984.091/0001-02;2022-01-01;10;127069;292704;Capital Autorizado;2021-01-11;1800000000.00;;0;0;0
64.904.295/0001-03;2022-02-28;8;118353;270028;Capital Emitido;2019-11-21;950373789.63;;360000000;0;360000000
64.904.295/0001-03;2022-02-28;8;118353;270029;Capital Subscrito;2019-11-21;950373789.63;;360000000;0;360000000
64.904.295/0001-03;2022-02-28;8;118353;270030;Capital Integralizado;2019-11-21;950373789.63;Totalmente integralizado;360000000;0;360000000
64.904.295/0001-03;2022-02-28;8;118353;270031;Capital Autorizado;2019-11-21;2500000000.00;;0;0;0
65.654.303/0001-73;2022-01-01;9;125595;289755;Capital Emitido;2022-03-31;537462812.02;;2215856221;0;2215856221
65.654.303/0001-73;2022-01-01;9;125595;289756;Capital Subscrito;2022-03-31;537462812.02;;2215856221;0;2215856221
65.654.303/0001-73;2022-01-01;9;125595;289757;Capital Integralizado;2022-03-31;537462812.02;;2215856221;0;2215856221
67.010.660/0001-24;2022-01-01;7;126947;292313;Capital Emitido;2022-04-26;512438000.00;;43769808;0;43769808
67.571.414/0001-41;2022-01-01;12;126130;291354;Capital Integralizado;2023-01-12;2723787805.85;;234784492;0;234784492
67.571.414/0001-41;2022-01-01;12;126130;291355;Capital Integralizado;2023-01-02;2505561472.25;;223762960;0;223762960
67.571.414/0001-41;2022-01-01;12;126130;291356;Capital Autorizado;2022-08-15;0.00;;340000000;0;340000000
67.620.377/0001-14;2022-01-01;15;126969;292378;Capital Emitido;2022-01-12;1678785544.94;;607283407;0;607283407
67.620.377/0001-14;2022-01-01;15;126969;292379;Capital Subscrito;2022-01-12;1678785544.94;;607283407;0;607283407
67.620.377/0001-14;2022-01-01;15;126969;292380;Capital Integralizado;2022-01-12;1678785544.94;;607283407;0;607283407
67.620.377/0001-14;2022-01-01;15;126969;292381;Capital Autorizado;2020-03-20;0.00;;710000000;0;710000000
68.400.225/0001-79;2022-06-30;5;120511;273794;Capital Emitido;2021-08-17;180997635.23;N/A;118742777;0;118742777
68.400.225/0001-79;2022-06-30;5;120511;273795;Capital Subscrito;2021-08-17;180997635.23;N/A;118742777;0;118742777
68.400.225/0001-79;2022-06-30;5;120511;273796;Capital Integralizado;2021-08-17;180997635.23;N/A;118742777;0;118742777
68.400.225/0001-79;2022-06-30;5;120511;273797;Capital Autorizado;2021-08-17;600000000.00;;0;0;0
71.208.516/0001-74;2022-01-01;8;127123;292987;Capital Integralizado;2022-12-16;901831185.18;;295019806;0;295019806
71.208.516/0001-74;2022-01-01;8;127123;292988;Capital Autorizado;2022-12-16;901831185.18;;295019806;0;295019806
71.476.527/0001-35;2022-01-01;20;126239;291580;Capital Integralizado;2019-03-25;1095829378.49;;104344246;0;104344246
71.476.527/0001-35;2022-01-01;20;126239;291581;Capital Integralizado;2018-12-06;1095829378.49;;52172123;0;52172123
71.476.527/0001-35;2022-01-01;20;126239;291582;Capital Subscrito;2018-08-13;1095829378.49;Totalmente Integralizado;52172123;0;52172123
71.673.990/0001-77;2022-01-01;9;121238;277077;Capital Emitido;2020-06-26;2000000000.00;Totalmente integralizado;920205397;0;920205397
71.673.990/0001-77;2022-01-01;9;121238;277078;Capital Subscrito;2020-06-26;2000000000.00;;920205397;0;920205397
71.673.990/0001-77;2022-01-01;9;121238;277079;Capital Integralizado;2020-06-26;2000000000.00;;920205397;0;920205397
73.178.600/0001-18;2022-01-01;11;125767;290149;Capital Integralizado;2016-04-28;3395744524.60;;399742799;0;399742799
73.178.600/0001-18;2022-01-01;11;125767;290150;Capital Autorizado;2016-04-28;0.00;;750000000;0;750000000
73.178.600/0001-18;2022-01-01;11;125767;290151;Capital Emitido;2014-05-08;3095744524.60;;416658829;0;416658829
73.903.718/0001-61;2022-01-01;1;116142;264332;Capital Autorizado;2001-04-06;12810180.71;;2907487660;0;2907487660
75.315.333/0001-09;2022-01-01;19;127401;293841;Capital Emitido;2023-05-15;9959228605.46;;2107764631;0;2107764631
75.315.333/0001-09;2022-01-01;19;127401;293842;Capital Subscrito;2023-05-15;9959228605.46;;2107764631;0;2107764631
75.315.333/0001-09;2022-01-01;19;127401;293843;Capital Integralizado;2023-05-15;9959228605.46;;2107764631;0;2107764631
75.315.333/0001-09;2022-01-01;19;127401;293844;Capital Emitido;2023-03-31;9930833292.46;;2104765615;0;2104765615
75.315.333/0001-09;2022-01-01;19;127401;293845;Capital Subscrito;2023-03-31;9930833292.46;;2104765615;0;2104765615
75.315.333/0001-09;2022-01-01;19;127401;293846;Capital Integralizado;2023-03-31;9930833292.46;;2104765615;0;2104765615
75.315.333/0001-09;2022-01-01;19;127401;293847;Capital Emitido;2023-02-07;9921937255.90;;2104005270;0;2104005270
75.315.333/0001-09;2022-01-01;19;127401;293848;Capital Subscrito;2023-02-07;9921937255.96;;2104005270;0;2104005270
75.315.333/0001-09;2022-01-01;19;127401;293849;Capital Integralizado;2023-02-07;9921937255.96;;2104005270;0;2104005270
75.315.333/0001-09;2022-01-01;19;127401;293850;Capital Emitido;2022-11-09;9917725255.96;;2103645270;0;2103645270
75.315.333/0001-09;2022-01-01;19;127401;293851;Capital Subscrito;2022-11-09;9917725255.96;;2103645270;0;2103645270
75.315.333/0001-09;2022-01-01;19;127401;293852;Capital Integralizado;2022-11-09;9917725255.96;;2103645270;0;2103645270
75.315.333/0001-09;2022-01-01;19;127401;293853;Capital Emitido;2022-09-12;9917302008.46;;2103609095;0;2103609095
75.315.333/0001-09;2022-01-01;19;127401;293854;Capital Subscrito;2022-09-12;9917302008.46;;2103609095;0;2103609095
75.315.333/0001-09;2022-01-01;19;127401;293855;Capital Integralizado;2022-09-12;9917302008.46;;2103609095;0;2103609095
75.315.333/0001-09;2022-01-01;19;127401;293856;Capital Emitido;2022-05-19;9910725262.96;;2103046980;0;2103046980
75.315.333/0001-09;2022-01-01;19;127401;293857;Capital Subscrito;2022-05-19;9910725262.96;;2103046980;0;2103046980
75.315.333/0001-09;2022-01-01;19;127401;293858;Capital Integralizado;2022-05-19;9910725262.96;;2103046980;0;2103046980
75.315.333/0001-09;2022-01-01;19;127401;293859;Capital Emitido;2022-04-25;7660725261.16;;1986224550;0;1986224550
75.315.333/0001-09;2022-01-01;19;127401;293860;Capital Subscrito;2022-04-25;7660725261.16;;1986224550;0;1986224550
